Description,Price,Rating,Review Count,Url
Women's Newton Ridge Lightweight Waterproof Shoe Hiking Boot,$79.88,4.7 out of 5 stars,"2,598",https://www.amazon.com/Columbia-Womens-Newton-Waterproof-Glacier/dp/B096N5PXDF/ref=sr_1_224?keywords=hiking+shoes&qid=1672289356&sr=8-224
Men's Trek Ultralite Hiker Hiking Shoe,$88.89,,,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg5_1?ie=UTF8&adId=A06839493BN4GTEIFDFLG&qualifier=1672289356&id=5858184225161642&widgetName=sp_mtf&url=%2FBass-Outdoor-Ultralite-Hiker-Hiking%2Fdp%2FB0BMT71DX9%2Fref%3Dsr_1_225_sspa%3Fkeywords%3Dhiking%2Bshoes%26qid%3D1672289356%26sr%3D8-225-spons%26psc%3D1
Men's Terrex Ax3 Hiking Boot,$53.08,4.5 out of 5 stars,"6,520",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg5_1?ie=UTF8&adId=A003286729AI2IQ5RNXRV&qualifier=1672289356&id=5858184225161642&widgetName=sp_mtf&url=%2Fadidas-outdoor-Terrex-Hiking-Carbon%2Fdp%2FB07FBJ3SMP%2Fref%3Dsr_1_226_sspa%3Fkeywords%3Dhiking%2Bshoes%26qid%3D1672289356%26sr%3D8-226-spons%26psc%3D1
"ROCKROOSTER Hiking Shoes for Men, 4 Inch Waterproof Trekking Shoes, Non Slip, Soft Toe, Breathable, Lightweight, Anti-Fatigue, Farland KS252 KS253",$79.99,4.2 out of 5 stars,144,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg5_1?ie=UTF8&adId=A0011560DNYJY2TCLWAT&qualifier=1672289356&id=5858184225161642&widgetName=sp_mtf&url=%2FROCKROOSTER-Waterproof-Breathable-Lightweight-Anti-Fatigue%2Fdp%2FB08M34Y8XF%2Fref%3Dsr_1_227_sspa%3Fkeywords%3Dhiking%2Bshoes%26qid%3D1672289356%26sr%3D8-227-spons%26psc%3D1
Hiking Shoes for Men Water Resistant & Lightweight All Day Comfort Size 7.5-13,$44.99,4.4 out of 5 stars,176,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg5_1?ie=UTF8&adId=A0227503A0CDK8VA70NI&qualifier=1672289356&id=5858184225161642&widgetName=sp_mtf&url=%2FCC-Los-Hiking-Resistant-Lightweight-Comfort%2Fdp%2FB0B2518R9R%2Fref%3Dsr_1_228_sspa%3Fkeywords%3Dhiking%2Bshoes%26qid%3D1672289356%26sr%3D8-228-spons%26psc%3D1
Men's Redmond Iii Mid Waterproof Hiking Shoe,$75.07,4.4 out of 5 stars,705,https://www.amazon.com/Columbia-Redmond-Waterproof-Hiking-Graphite/dp/B08F81WLKR/ref=sr_1_229?keywords=hiking+shoes&qid=1672289356&sr=8-229
Men's X Ultra 4 GTX Hiking,$170.78,4.0 out of 5 stars,269,https://www.amazon.com/Salomon-Ultra-Hiking-Magnet-Monument/dp/B08LKLGV8C/ref=sr_1_230?keywords=hiking+shoes&qid=1672289356&sr=8-230
Women's Terradora 2 Vent Low Height Hiking Shoe,$65.51,4.2 out of 5 stars,56,https://www.amazon.com/KEEN-Womens-Terradora-Height-Redwood/dp/B08LDZ9GJ1/ref=sr_1_231?keywords=hiking+shoes&qid=1672289356&sr=8-231
Women's Exohike High Gore-tex Hiking Boot,$96.92,4.2 out of 5 stars,107,https://www.amazon.com/ECCO-Exohike-Gore-TEX-Titanium-Concrete/dp/B07VFFDMKN/ref=sr_1_232?keywords=hiking+shoes&qid=1672289356&sr=8-232
Men's Unity Leather Mid Rain.rdy Walking Shoe,$97.95,4.0 out of 5 stars,2,https://www.amazon.com/adidas-Unity-Leather-RAIN-RDY-Walking/dp/B09Q59MZT5/ref=sr_1_234?keywords=hiking+shoes&qid=1672289356&sr=8-234
Men's Manoa Leather Hiking Boot,$107.95,4.6 out of 5 stars,"1,569",https://www.amazon.com/Nike-Leather-Hiking-Haystack-Velvet/dp/B077Z21LP5/ref=sr_1_235?keywords=hiking+shoes&qid=1672289356&sr=8-235
Terrex Ax4 Mid Gore-TEX® Shoes,$139.95,4.3 out of 5 stars,107,https://www.amazon.com/adidas-Terrex-Gore-TEX-Shoes-Carbon/dp/B09422LM72/ref=sr_1_236?keywords=hiking+shoes&qid=1672289356&sr=8-236
Women's Moab 2 Gtx Hiking Shoe,$92.99,4.4 out of 5 stars,"1,396",https://www.amazon.com/Merrell-Womens-Moab-Hiking-Sedona/dp/B01HFN5H5W/ref=sr_1_237?keywords=hiking+shoes&qid=1672289356&sr=8-237
Men's Outbound Prism Hiking Shoes,$80.00,4.5 out of 5 stars,224,https://www.amazon.com/Salomon-Outbound-Prism-Climbing-Castor/dp/B094QVDNTP/ref=sr_1_238?keywords=hiking+shoes&qid=1672289356&sr=8-238
Women's Sapphire Low B-Dry Waterproof Hiking Shoe,$140.00,4.3 out of 5 stars,297,https://www.amazon.com/Oboz-Sapphire-B-Dry-Hiking-Shoe/dp/B074N8LNGB/ref=sr_1_239?keywords=hiking+shoes&qid=1672289356&sr=8-239
Women's Terrex Trailmaker Hiking Walking Shoe,$84.99,4.2 out of 5 stars,44,https://www.amazon.com/adidas-Womens-Terrex-Trailmaker-Walking/dp/B08JN5ND8S/ref=sr_1_240?keywords=hiking+shoes&qid=1672289356&sr=8-240
Women's Terrex Trailmaker Mid GTX Trail Running Shoe,$81.00,4.1 out of 5 stars,5,https://www.amazon.com/adidas-Womens-Terrex-Trailmaker-Running/dp/B09KMHFCPW/ref=sr_1_242?keywords=hiking+shoes&qid=1672289356&sr=8-242
Mens Hiking Work Boots Ankle High Outdoor Trekking High Top Shoes,$49.98,3.9 out of 5 stars,423,https://www.amazon.com/Nautica-Working-Outdoor-Trekking-Ortler-Black-8-5/dp/B09KWQHSF3/ref=sr_1_243?keywords=hiking+shoes&qid=1672289356&sr=8-243
"Men's Terrex AX3 Hiking Boot, Black/White/Acid Yellow, 8.5",$55.77,4.6 out of 5 stars,22,https://www.amazon.com/adidas-Terrex-Hiking-Black-Yellow/dp/B0893KPHMH/ref=sr_1_245?keywords=hiking+shoes&qid=1672289356&sr=8-245
Outbound Prism Hiking Shoes for Men,$68.10,4.4 out of 5 stars,890,https://www.amazon.com/Salomon-Outbound-Prism-Hiking-Ebony/dp/B08CB1MP69/ref=sr_1_246?keywords=hiking+shoes&qid=1672289356&sr=8-246
Sawtooth X Low Hiking Shoe - Men's,$125.00,4.1 out of 5 stars,85,https://www.amazon.com/Oboz-Sawtooth-Low-Hiking-Shoe/dp/B09PL6VP1M/ref=sr_1_247?keywords=hiking+shoes&qid=1672289356&sr=8-247
"Men's Moab 2 Waterproof Hiking Shoe, Beluga, 13 W US",$80.99,4.6 out of 5 stars,82,https://www.amazon.com/Merrell-Mens-Moab-Waterproof-Hiking/dp/B01MTB452H/ref=sr_1_248?keywords=hiking+shoes&qid=1672289356&sr=8-248
Men's Relment-semego Waterproof Hiker Lo Hiking Shoe,$74.26,4.3 out of 5 stars,907,https://www.amazon.com/Skechers-RELMENT-SEMEGO-Waterproof-Hiking-Medium/dp/B07HZR9D1T/ref=sr_1_249?keywords=hiking+shoes&qid=1672289356&sr=8-249
Women's Tempo Flex Low Height Lightweight Waterproof Hiking Shoe,$64.99,3.9 out of 5 stars,213,https://www.amazon.com/KEEN-Womens-Lightweight-Waterproof-Drizzle/dp/B08J6TYKMZ/ref=sr_1_250?keywords=hiking+shoes&qid=1672289356&sr=8-250
Men's Charged Bandit Trek 2 PRT Hiking Shoes,$77.00,4.4 out of 5 stars,168,https://www.amazon.com/Under-Armour-Charged-Bandit-Antique/dp/B08MVB92T3/ref=sr_1_251?keywords=hiking+shoes&qid=1672289356&sr=8-251
Men's Charged Raider Waterproof Hiking Boot,$169.97,4.3 out of 5 stars,166,https://www.amazon.com/Under-Armour-Charged-Raider-Hiking/dp/B08MVDXYCH/ref=sr_1_252?keywords=hiking+shoes&qid=1672289356&sr=8-252
Women Leather Ankle Combat Boots Low Heel Lace Up Outdoor Trekking Hiking Work Boots,$69.99,4.7 out of 5 stars,19,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A0715176F7BXE2EO2SIM&qualifier=1672289358&id=6169288520965582&widgetName=sp_atf_next&url=%2FJABASIC-Leather-Combat-Outdoor-Trekking%2Fdp%2FB0BHSYWKLY%2Fref%3Dsr_1_241_sspa%3Fkeywords%3Dhiking%2Bshoes%26qid%3D1672289358%26sr%3D8-241-spons%26psc%3D1
Women's Minimalist Trail Running Barefoot Shoes | Wide Toe Box | Zero Drop,$41.99,4.4 out of 5 stars,"18,125",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A090070523B2N7XV8I25&qualifier=1672289358&id=6169288520965582&widgetName=sp_atf_next&url=%2FJOOMRA-Minimalist-Barefoot-Athletic-Trekking%2Fdp%2FB07KQ1QTVD%2Fref%3Dsr_1_242_sspa%3Fkeywords%3Dhiking%2Bshoes%26qid%3D1672289358%26sr%3D8-242-spons%26psc%3D1
Men's Waterproof Hiking Shoes Suede Leather Low Top Lightweight Breathable Non-Slip Hiking Shoes for Men Outdoor Trekking Camping Trail,$59.99,4.1 out of 5 stars,134,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A0732392T7BU1KJH74WR&qualifier=1672289358&id=6169288520965582&widgetName=sp_atf_next&url=%2FSILENTCARE-Waterproof-Lightweight-Breathable-Numeric_12%2Fdp%2FB0B2QJGM16%2Fref%3Dsr_1_243_sspa%3Fkeywords%3Dhiking%2Bshoes%26qid%3D1672289358%26sr%3D8-243-spons%26psc%3D1
Men Hiking Shoes Trail Running Sneakers Ourdoor Walking Trekking Cross Training,$32.99,4.0 out of 5 stars,512,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A06271001Y4W71YV3ELZ5&qualifier=1672289358&id=6169288520965582&widgetName=sp_atf_next&url=%2FDannto-Hiking-Outdoor-Sneakers-Lightweight%2Fdp%2FB08MT1VLV2%2Fref%3Dsr_1_244_sspa%3Fkeywords%3Dhiking%2Bshoes%26qid%3D1672289358%26sr%3D8-244-spons%26psc%3D1
Women's Terrex Trailmaker Mid GTX Trail Running Shoe,$81.00,4.1 out of 5 stars,5,https://www.amazon.com/adidas-Womens-Terrex-Trailmaker-Running/dp/B09KMHFCPW/ref=sr_1_245?keywords=hiking+shoes&qid=1672289358&sr=8-245
Mens Hiking Work Boots Ankle High Outdoor Trekking High Top Shoes,$49.98,3.9 out of 5 stars,423,https://www.amazon.com/Nautica-Working-Outdoor-Trekking-Ortler-Black-8-5/dp/B09KWQHSF3/ref=sr_1_246?keywords=hiking+shoes&qid=1672289358&sr=8-246
"Ravus WP Mid Waterproof Hiking Boots for Men, Lightweight Breathable Outdoor Trekking Shoes",$59.98,4.2 out of 5 stars,332,https://www.amazon.com/HI-TEC-Waterproof-Lightweight-Breathable-Trekking/dp/B09TRWDZZN/ref=sr_1_248?keywords=hiking+shoes&qid=1672289358&sr=8-248
"Men's Terrex AX3 Hiking Boot, Black/White/Acid Yellow, 8.5",$55.77,4.6 out of 5 stars,22,https://www.amazon.com/adidas-Terrex-Hiking-Black-Yellow/dp/B0893KPHMH/ref=sr_1_249?keywords=hiking+shoes&qid=1672289358&sr=8-249
Outbound Prism Hiking Shoes for Men,$68.10,4.4 out of 5 stars,890,https://www.amazon.com/Salomon-Outbound-Prism-Hiking-Ebony/dp/B08CB1MP69/ref=sr_1_250?keywords=hiking+shoes&qid=1672289358&sr=8-250
Men's Cross Hike Mid GTX Autumn Blaze/Bl,$169.99,4.4 out of 5 stars,48,https://www.amazon.com/Salomon-Cross-Magnet-Black-Punch/dp/B083GS1Y9C/ref=sr_1_251?keywords=hiking+shoes&qid=1672289358&sr=8-251
Women's X Ultra 3 MID GTX W Hiking Boots,$98.97,4.6 out of 5 stars,"2,253",https://www.amazon.com/Salomon-Womens-Ultra-Trail-Running/dp/B073K3R1D7/ref=sr_1_252?keywords=hiking+shoes&qid=1672289358&sr=8-252
Sawtooth X Low Hiking Shoe - Men's,$125.00,4.1 out of 5 stars,85,https://www.amazon.com/Oboz-Sawtooth-Low-Hiking-Shoe/dp/B09PL6VP1M/ref=sr_1_253?keywords=hiking+shoes&qid=1672289358&sr=8-253
"Men's Moab 2 Waterproof Hiking Shoe, Beluga, 13 W US",$80.99,4.6 out of 5 stars,82,https://www.amazon.com/Merrell-Mens-Moab-Waterproof-Hiking/dp/B01MTB452H/ref=sr_1_254?keywords=hiking+shoes&qid=1672289358&sr=8-254
Men's Relment-semego Waterproof Hiker Lo Hiking Shoe,$74.26,4.3 out of 5 stars,907,https://www.amazon.com/Skechers-RELMENT-SEMEGO-Waterproof-Hiking-Medium/dp/B07HZR9D1T/ref=sr_1_255?keywords=hiking+shoes&qid=1672289358&sr=8-255
Women's Tempo Flex Low Height Lightweight Waterproof Hiking Shoe,$64.99,3.9 out of 5 stars,213,https://www.amazon.com/KEEN-Womens-Lightweight-Waterproof-Drizzle/dp/B08J6TYKMZ/ref=sr_1_256?keywords=hiking+shoes&qid=1672289358&sr=8-256
"Waterproof Hiking Shoes for Men Gusseted Tongue Work Shoes, Size 7.5-14",$45.99,4.4 out of 5 stars,219,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A0514959323XKGM9G24K6&qualifier=1672289358&id=6169288520965582&widgetName=sp_mtf&url=%2FCC-Los-Hiking-Outdoor-Breathable-Lightweight%2Fdp%2FB0BG6ZHXTV%2Fref%3Dsr_1_257_sspa%3Fkeywords%3Dhiking%2Bshoes%26qid%3D1672289358%26sr%3D8-257-spons%26psc%3D1
Men's Terrex Ax3 Sneaker,$55.26,4.5 out of 5 stars,"1,126",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A0034003344UWKGRUE39O&qualifier=1672289358&id=6169288520965582&widgetName=sp_mtf&url=%2Fadidas-outdoor-Terrex-Hiking-Black%2Fdp%2FB07FBJ9P99%2Fref%3Dsr_1_258_sspa%3Fkeywords%3Dhiking%2Bshoes%26qid%3D1672289358%26sr%3D8-258-spons%26psc%3D1
Proven Pain Relief Men's G-Defy Mighty Walk Athletic Sneakers - Walking Shoes for Knee Pain,$99.95,4.1 out of 5 stars,"2,568",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A07469043SFY3J8SZJQUN&qualifier=1672289358&id=6169288520965582&widgetName=sp_mtf&url=%2FGravity-Defyer-Proven-Relief-Athletic%2Fdp%2FB079ZPQXV7%2Fref%3Dsr_1_259_sspa%3Fkeywords%3Dhiking%2Bshoes%26qid%3D1672289358%26sr%3D8-259-spons%26psc%3D1%26smid%3DA24EDZG0LYGRRC
Warehouse Sale Clearance Shoes for Men Waterproof,$30.99,4.1 out of 5 stars,196,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A08582982ZZSST405K9RI&qualifier=1672289358&id=6169288520965582&widgetName=sp_mtf&url=%2FCC-Los-Waterproof-Shock-Absorbing-Outdoor-Lightweight%2Fdp%2FB08WR7TLJB%2Fref%3Dsr_1_260_sspa%3Fkeywords%3Dhiking%2Bshoes%26qid%3D1672289358%26sr%3D8-260-spons%26psc%3D1
Men's Charged Bandit Trek 2 PRT Hiking Shoes,$77.00,4.4 out of 5 stars,168,https://www.amazon.com/Under-Armour-Charged-Bandit-Antique/dp/B08MVB92T3/ref=sr_1_261?keywords=hiking+shoes&qid=1672289358&sr=8-261
Men's Charged Raider Waterproof Hiking Boot,$169.97,4.3 out of 5 stars,166,https://www.amazon.com/Under-Armour-Charged-Raider-Hiking/dp/B08MVDXYCH/ref=sr_1_262?keywords=hiking+shoes&qid=1672289358&sr=8-262
Men's Moab 2 Tactical Hiking-Shoes,$109.95,4.4 out of 5 stars,883,https://www.amazon.com/Merrell-Moab-Tactical-Shoe-Coyote/dp/B07N2Y98WZ/ref=sr_1_263?keywords=hiking+shoes&qid=1672289358&sr=8-263
Men's Moab 2 Vent Hiking Boot,$56.99,4.6 out of 5 stars,373,https://www.amazon.com/Merrell-J033351-Moab-Vent-Gold/dp/B07VGXCDV6/ref=sr_1_264?keywords=hiking+shoes&qid=1672289358&sr=8-264
"Women's Bridger 7"" Insulated B-DRY Waterproof Hiking Boot",$200.00,4.7 out of 5 stars,82,https://www.amazon.com/Oboz-Bridger-Insulated-B-Dry-Hiking/dp/B08BJ352GZ/ref=sr_1_265?keywords=hiking+shoes&qid=1672289358&sr=8-265
Women's Trail Hiker Hiking Shoe,$67.42,3.9 out of 5 stars,747,https://www.amazon.com/Skechers-Womens-Trail-Hiker-Hiking/dp/B07V5WDNSN/ref=sr_1_266?keywords=hiking+shoes&qid=1672289358&sr=8-266
adidas Women's Terrex Swift R3 Hiking Shoe,$59.73,3.8 out of 5 stars,85,https://www.amazon.com/adidas-Terrex-Swift-Hi-Res-Yellow/dp/B08RK1MZYP/ref=sr_1_267?keywords=hiking+shoes&qid=1672289358&sr=8-267
"Altitude VI I WP Leather Waterproof Women's Hiking Boots, Trail and Backpacking Shoes",$69.98,4.5 out of 5 stars,107,https://www.amazon.com/HI-TEC-Altitude-Leather-Waterproof-Backpacking/dp/B09VHCNF27/ref=sr_1_268?keywords=hiking+shoes&qid=1672289358&sr=8-268
Men's Terrex Trailmaker Hiking Walking Shoe,$73.80,4.5 out of 5 stars,308,https://www.amazon.com/adidas-Terrex-Trail-Beater-Alumina/dp/B0853QYS52/ref=sr_1_269_mod_primary_new?keywords=hiking+shoes&qid=1672289358&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=8-269
Women's Chocorua Trail Boot,$114.64,4.5 out of 5 stars,"1,572",https://www.amazon.com/Timberland-Womens-Chocorua-Trail-Brown/dp/B000VQFF0S/ref=sr_1_270?keywords=hiking+shoes&qid=1672289358&sr=8-270
Men's Newton Ridge Plus Ii Waterproof Hiking Boot Shoe,$67.89,4.5 out of 5 stars,"1,934",https://www.amazon.com/Columbia-Newton-Waterproof-Leather-Hiking/dp/B07RHQ8NK9/ref=sr_1_271?keywords=hiking+shoes&qid=1672289358&sr=8-271
Sawtooth X Mid B-Dry Hiking Boot - Women's,$161.70,4.5 out of 5 stars,11,https://www.amazon.com/Oboz-Sawtooth-Mid-B-Dry-Hiking/dp/B09NVWVYV1/ref=sr_1_272?keywords=hiking+shoes&qid=1672289358&sr=8-272
Men's Lightweight Trail Running Shoes Outdoor Breathable Hiking Shoes Waterproof Walking Trekking Cross Training Sneakers,$38.99,4.1 out of 5 stars,"1,313",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A02423511NDU59L4JTHRK&qualifier=1672289358&id=6169288520965582&widgetName=sp_mtf&url=%2FNAIKOYO-Breathable-Trekking-Training-Sneakers%2Fdp%2FB0B1TTGXDQ%2Fref%3Dsr_1_273_sspa%3Fkeywords%3Dhiking%2Bshoes%26qid%3D1672289358%26sr%3D8-273-spons%26psc%3D1
Men's Terrex Swift R2 GTX¿,$129.95,4.5 out of 5 stars,"3,433",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A038130936HDOKWA05B7W&qualifier=1672289358&id=6169288520965582&widgetName=sp_mtf&url=%2Fadidas-outdoor-Terrex-Swift-R2%2Fdp%2FB077GMHLG6%2Fref%3Dsr_1_274_sspa%3Fkeywords%3Dhiking%2Bshoes%26qid%3D1672289358%26sr%3D8-274-spons%26psc%3D1
Men's Terrex Ax3 Hiking Boot,$53.58,4.5 out of 5 stars,"6,520",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A05828631E9ZL15O5YUD1&qualifier=1672289358&id=6169288520965582&widgetName=sp_mtf&url=%2Fadidas-Terrex-Hiking-Black-Yellow%2Fdp%2FB0893L4XNQ%2Fref%3Dsr_1_275_sspa%3Fkeywords%3Dhiking%2Bshoes%26qid%3D1672289358%26sr%3D8-275-spons%26psc%3D1
Mens Hiking Boots Waterproof Lightweight Work Boots Insulated Snow Boots For Men Outdoor,$79.99,4.5 out of 5 stars,12,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A02496672TL6KYI1XJN48&qualifier=1672289358&id=6169288520965582&widgetName=sp_mtf&url=%2FWaterproof-Lightweight-Insulated-Outdoor-numeric_9%2Fdp%2FB0BBQD9LNZ%2Fref%3Dsr_1_276_sspa%3Fkeywords%3Dhiking%2Bshoes%26qid%3D1672289358%26sr%3D8-276-spons%26psc%3D1
[456975-001] Manoa Mens Boots NIKEBLACK BLACKM,$85.88,4.6 out of 5 stars,"2,749",https://www.amazon.com/NIKE-Mens-Manoa-Leather-Black/dp/B005967G8O/ref=sr_1_278_mod_primary_new?keywords=hiking+shoes&qid=1672289358&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=8-278
Women's Tahoe Mj Water Ready Sneaker,$19.00,4.4 out of 5 stars,260,https://www.amazon.com/JSport-Jambu-Womens-Tahoe-Casual/dp/B09DZ47FS4/ref=sr_1_280?keywords=hiking+shoes&qid=1672289358&sr=8-280
"Men's Targhee II Hiking Shoe, Gargoyle/Midnight Navy - 15 D(M) US",$116.24,4.4 out of 5 stars,65,https://www.amazon.com/KEEN-Targhee-Hiking-Gargoyle-Midnight/dp/B005D4TZAO/ref=sr_1_281?keywords=hiking+shoes&qid=1672289358&sr=8-281
Women's Patrol Hiking Shoes Trail Running,$58.59,3.2 out of 5 stars,7,https://www.amazon.com/Salomon-Womens-Patrol-Running-Legion/dp/B0984P65SK/ref=sr_1_283?keywords=hiking+shoes&qid=1672289358&sr=8-283
Women's Newton Ridge Plus Omni Heat Hiking Shoe,$77.11,3.9 out of 5 stars,20,https://www.amazon.com/Columbia-Womens-Newton-Ridge-Plus/dp/B09K2RTQN6/ref=sr_1_284?keywords=hiking+shoes&qid=1672289358&sr=8-284
Women's Truckee Mid Hiking Shoe,$108.95,4.6 out of 5 stars,67,https://www.amazon.com/North-Face-Womens-Truckee-Woodrose/dp/B09KTMY3BD/ref=sr_1_285?keywords=hiking+shoes&qid=1672289358&sr=8-285
Bozeman Mid B-Dry Hiking Boot - Men's,$150.00,4.5 out of 5 stars,57,https://www.amazon.com/Oboz-Bozeman-B-Dry-Hiking-Boot/dp/B097QQ2J8F/ref=sr_1_286?keywords=hiking+shoes&qid=1672289358&sr=8-286
Men's Core Alverstone Mid Hiking Shoe,$57.79,4.6 out of 5 stars,3,https://www.amazon.com/Merrell-Mens-Alverstone-Hiking-Olive/dp/B098KKWVV7/ref=sr_1_287?keywords=hiking+shoes&qid=1672289358&sr=8-287
Women's Hatana Breathe Hiking Shoe,$99.95,4.5 out of 5 stars,56,https://www.amazon.com/Columbia-Womens-Hatana-Breathe-Hiking/dp/B096HXDD24/ref=sr_1_288?keywords=hiking+shoes&qid=1672289358&sr=8-288
Men's Terrabite Oxford,$55.99,4.6 out of 5 stars,"2,331",https://www.amazon.com/Skechers-Terrabite-Oxford-Black-Charcoal/dp/B075P9P93Q/ref=sr_1_289?keywords=hiking+shoes&qid=1672289358&sr=8-289
Sypes Low Leather B-Dry Hiking Shoe - Men's,$145.00,4.1 out of 5 stars,159,https://www.amazon.com/Oboz-Sypes-Leather-B-Dry-Hiking/dp/B08RJ2D4SK/ref=sr_1_290?keywords=hiking+shoes&qid=1672289358&sr=8-290
Women's Steens Low Height Waterproof Hiking Shoe,$67.51,4.6 out of 5 stars,3,https://www.amazon.com/KEEN-Womens-Steens-Waterproof-Drizzle/dp/B096WQH5ZG/ref=sr_1_292?keywords=hiking+shoes&qid=1672289358&sr=8-292
Men's Trailstorm Peak Mid Hiking Shoe,$97.99,4.0 out of 5 stars,111,https://www.amazon.com/Columbia-Mens-Trailstorm-Hiking-Black/dp/B0964483JH/ref=sr_1_293?keywords=hiking+shoes&qid=1672289358&sr=8-293
Men's Outpulse Gore-tex Hiking Shoes Climbing,$137.19,4.7 out of 5 stars,26,https://www.amazon.com/Salomon-Outpulse-Climbing-Magnet-Wrought/dp/B0983V6HCQ/ref=sr_1_294?keywords=hiking+shoes&qid=1672289358&sr=8-294
Women's AL0A4VR8 Lone Peak Hiker Trail Running Shoe,$89.99,4.5 out of 5 stars,155,https://www.amazon.com/ALTRA-Womens-AL0A4VR8-Hiker-Running/dp/B08P4NVDGW/ref=sr_1_295?keywords=hiking+shoes&qid=1672289358&sr=8-295
Men's Breeze at-mid GTX Goretex Waterproof Hiking Boot,$93.79,4.3 out of 5 stars,395,https://www.amazon.com/Vasque-Breeze-GTX-Magnet-10/dp/B07VCFYVWV/ref=sr_1_296?keywords=hiking+shoes&qid=1672289358&sr=8-296
Men's Moab 2 Mid Wp Hiking Shoe,$88.98,4.5 out of 5 stars,191,https://www.amazon.com/Merrell-Mens-Waterproof-Hiking-Charcoal/dp/B07MYB1PRV/ref=sr_1_297?keywords=hiking+shoes&qid=1672289358&sr=8-297
"Women's Newton Ridge Plus Waterproof Amped, Stratus/Canyon Rose, 8",$82.50,4.4 out of 5 stars,198,https://www.amazon.com/Columbia-Waterproof-Leather-Stratus-Regular/dp/B07RFNKX5V/ref=sr_1_298?keywords=hiking+shoes&qid=1672289358&sr=8-298
Men's Micro G Valsetz Zip Mid Military and Tactical Boot,$130.00,4.5 out of 5 stars,530,https://www.amazon.com/Under-Armour-Valsetz-Military-Tactical/dp/B08CF59Y1J/ref=sr_1_299?keywords=hiking+shoes&qid=1672289358&sr=8-299
Women's Facet 15 Hiking Shoe,$54.98,4.4 out of 5 stars,231,https://www.amazon.com/Columbia-Womens-Facet-Hiking-Black/dp/B081PLBYVV/ref=sr_1_300?keywords=hiking+shoes&qid=1672289358&sr=8-300
Women Leather Ankle Combat Boots Low Heel Lace Up Outdoor Trekking Hiking Work Boots,$69.99,4.7 out of 5 stars,19,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg7_1?ie=UTF8&adId=A07159128N7J41N9NM1R&qualifier=1672289361&id=3809504860879482&widgetName=sp_atf_next&url=%2FJABASIC-Leather-Combat-Outdoor-Trekking%2Fdp%2FB0BHSWS2LD%2Fref%3Dsr_1_289_sspa%3Fkeywords%3Dhiking%2Bshoes%26qid%3D1672289361%26sr%3D8-289-spons%26psc%3D1
Women's Minimalist Trail Running Barefoot Shoes | Wide Toe Box | Zero Drop,$41.99,4.4 out of 5 stars,"18,125",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg7_1?ie=UTF8&adId=A09007932BKGB34K3F78V&qualifier=1672289361&id=3809504860879482&widgetName=sp_atf_next&url=%2FJOOMRA-Minimalist-Barefoot-Treadmill-Lightweight%2Fdp%2FB087NBQLZ1%2Fref%3Dsr_1_290_sspa%3Fkeywords%3Dhiking%2Bshoes%26qid%3D1672289361%26sr%3D8-290-spons%26psc%3D1
